site	primer	treatment	taxon	id	distance	abundance_log	abundance_CSS	abundance_DESeq2
RyanCt	NF118Sr2b	Post	Limnocytheridae	2104	0.0182592370218939	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	32931	0.00775278121269157	-5.582308	4.1913	3.44642
RyanCt	NF118Sr2b	Post	Limnocytheridae	8594	0.0074631150713028	-6.937512	3.21995	2.75657
RyanCt	NF118Sr2b	Post	Limnocytheridae	1547	0.00744387343037902	-6.937512	3.47775	2.75657
RyanCt	NF118Sr2b	Post	Limnocytheridae	8923	0.0173895977155164	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	4308	0.00775278121269157	-5.386915	4.5917	3.53987
RyanCt	NF118Sr2b	Post	Limnocytheridae	30008	0.0232948825903252	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	4819	0.0170696313978065	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Limnocytheridae	10984	0.0178950046416353	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	31	0.0134405404522951	-9.219895	1.8808	1.40792
RyanCt	NF118Sr2b	Post	Limnocytheridae	35966	0.0182592370218939	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	40	0.00991486122911357	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Limnocytheridae	16959	0.0126994038409466	-8.264383	2.28545	1.99792
RyanCt	NF118Sr2b	Post	Limnocytheridae	2003	0.0146205042010338	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	14599	0.0125	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	15480	0.00995146910856988	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	23494	0.0198760287868008	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Cytheruridae	31103	0.00823045267489712	-7.996119	2.725	2.15802
RyanCt	NF118Sr2b	Post	Cytheruridae	8234	0.024742478848759	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Cytheruridae	12407	0.0082815734989648	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Cytheruridae	26960	0.00823045267489712	-7.996119	2.4718	2.15802
BayfrontPark	NF118Sr2b	Post	Cushmanideidae	31358	0.0169753086419753	-7.047517	2.3502	0.49222
BayfrontPark	NF118Sr2b	Post	Cushmanideidae	36890	0.00925925925925926	-6.354370	2.8362	0.84567
BayfrontPark	NF118Sr2b	Post	Cushmanideidae	36158	0.00925925925925926	-6.354370	2.8725	0.84567
BayfrontPark	NF118Sr2b	Post	Cushmanideidae	19723	0.0169753086419753	-7.047517	2.3502	0.49222
BayfrontPark	NF118Sr2b	Post	Cushmanideidae	37228	0.0185185185185185	-7.047517	2.3502	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	24721	0	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	12342	0	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	5856	0.00998003992015968	-7.533496	3.0526	2.42587
RyanCt	NF118Sr2b	Post	Otoplanidae	10131	0.0159680638722555	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	8535	0.0239520958083832	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	16114	0.0240963855421687	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	40432	0.016566265060241	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Otoplanidae	15066	0.0135542168674699	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Otoplanidae	31890	0.00998003992015968	-7.996119	2.4718	2.15802
RyanCt	NF118Sr2b	Post	Monocelididae	25346	0.00609756097560976	-6.917309	3.23435	2.76742
RyanCt	NF118Sr2b	Post	Monocelididae	15855	0.00609756097560976	-6.639678	3.6911	2.91492
RyanCt	NF118Sr2b	Post	Monocelididae	3575	0.0121951219512195	-10.136185	1.0854	0.84567
